pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,source,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_kepmag,toi,tid,tfopwg_disp,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,toi_created
EPIC 202126887.01,EPIC 202126887,1.0,FALSE POSITIVE,Crossfield et al. 2016,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,12.866412,7.8e-05,-7.8e-05,0.0,,,,,61.0,16.0,-28.0,0.0,5.4,1.4,-2.5,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.642,0.029,-0.025,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m31.33s,99.3805518,+26d47m11.22s,26.7864507,760.324,19.51,-18.573,13.12,0.092,-0.092,11.629,0.026,-0.026,12.9556,0.00063,-0.00063,2019-09-05,2019-09,2019-09-05,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 202126888.01,EPIC 202126888,1.0,FALSE POSITIVE,Crossfield et al. 2016,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,1.84617,0.0002,-0.0002,0.0,,,,,2.14,0.83,-0.83,0.0,0.191,0.074,-0.074,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,3252.0,96.0,-96.0,0.0,0.21,0.08,-0.08,0.0,,,,,,,,,,5.08,0.17,-0.17,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h32m11.40s,98.047519,+27d13m11.09s,27.2197459,1120.21,37.73,-35.39,13.601,0.103,-0.103,12.223,0.02,-0.02,13.4593,0.000378,-0.000378,2016-07-18,2016-09,2016-07-18,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 202126888.01,EPIC 202126888,0.0,FALSE POSITIVE,Crossfield et al. 2016,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,1.8461222,,,0.0,,,,,19.5,,,0.0,1.73967348,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,7536.0,,,0.0,1.82,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h32m11.40s,98.047519,+27d13m11.09s,27.2197459,1120.21,37.73,-35.39,13.601,0.103,-0.103,12.223,0.02,-0.02,13.4593,0.000378,-0.000378,2015-12-05,2016-01,2015-12-05,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 202137637.01,EPIC 202137637,1.0,CANDIDATE,Kruse et al. 2019,1.0,0.0,Transit,2019.0,K2,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,6.6223,0.00085,-0.00155,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5000.0,122.0,-122.0,0.0,5.54598,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h08m36.29s,92.1512224,+23d47m32.80s,23.7924451,3649.9,897.37,-623.15,15.724,0.195,-0.195,12.662,0.024,-0.024,15.5167,0.000669,-0.000669,2019-09-05,2019-09,2019-09-05,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 202139294.01,EPIC 202139294,1.0,CANDIDATE,Kruse et al. 2019,1.0,0.0,Transit,2019.0,K2,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,0.5217136,3.1e-06,-3.1e-06,0.0,,,,,452.0,78.0,-96.0,0.0,40.3,7.0,-8.6,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,11.27,0.69,-1.0,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h10m21.95s,92.5914383,+27d26m43.66s,27.4454618,1383.32,97.945,-97.945,11.76,0.046,-0.046,8.832,0.021,-0.021,11.4542,0.000751,-0.000751,2019-09-05,2019-09,2019-09-05,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 202565282.01,EPIC 202565282,1.0,CANDIDATE,Crossfield et al. 2016,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,11.97495,0.00027,-0.00027,0.0,,,,,256.0,101.0,-101.0,0.0,22.8,9.0,-9.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5200.0,693.0,-693.0,0.0,3.4,3.7,-3.7,0.0,,,,,,,,,,3.32,0.95,-0.95,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h29m42.26s,247.4260725,-29d12m06.30s,-29.2017505,1565.84,157.82,-131.74,16.398,0.263,-0.263,11.899,0.026,-0.026,15.429,0.000805,-0.000805,2016-07-18,2016-09,2016-07-18,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 202565282.01,EPIC 202565282,0.0,CANDIDATE,Crossfield et al. 2016,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,11.975818,,,0.0,,,,,8.43,,,0.0,0.75207423,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3320.0,,,0.0,0.28,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h29m42.26s,247.4260725,-29d12m06.30s,-29.2017505,1565.84,157.82,-131.74,16.398,0.263,-0.263,11.899,0.026,-0.026,15.429,0.000805,-0.000805,2015-12-05,2016-01,2015-12-05,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 202600948.01,EPIC 202600948,1.0,CANDIDATE,Kruse et al. 2019,1.0,0.0,Transit,2019.0,K2,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,5.9895,0.00028,-0.00026,0.0,,,,,2.04,0.39,-1.21,0.0,0.182,0.035,-0.108,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.03,0.15,-0.11,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h31m55.04s,247.9793338,-29d03m51.15s,-29.0642073,144.192,0.914,-0.902,10.435,0.006,-0.006,9.004,0.026,-0.026,10.303,0.000487,-0.000487,2019-09-05,2019-09,2019-09-05,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 202634963.01,EPIC 202634963,1.0,CANDIDATE,Vanderburg et al. 2016,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,28.707623,,,0.0,,,,,21.2,,,0.0,1.89133732,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5838.0,,,0.0,1.03,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h11m35.49s,242.8978737,-28d56m04.76s,-28.9346559,603.858,14.81,-14.13,12.362,0.057,-0.057,10.749,0.023,-0.023,12.1514,0.000198,-0.000198,2015-12-05,2016-01,2015-12-05,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 202675839.01,EPIC 202675839,0.0,CANDIDATE,Mayo et al. 2018,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,15.465691,,,0.0,,,,,4.13,,,0.0,0.36845392,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4989.0,,,0.0,0.76,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h15m22.13s,243.8422245,-28d46m48.78s,-28.7802178,427.205,9.374,-8.986,12.663,0.046,-0.046,10.49,0.025,-0.025,12.4043,0.000175,-0.000175,2015-12-05,2016-01,2015-12-05,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 202675839.01,EPIC 202675839,0.0,CANDIDATE,Mayo et al. 2018,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,15.4715,0.0036,-0.0036,0.0,,,,,9.2,5.6,-5.6,0.0,0.82,0.5,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5791.0,79.0,-79.0,0.0,1.89,0.18,-0.18,0.0,,,,,,,,,,4.005,0.053,-0.053,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h15m22.13s,243.8422245,-28d46m48.78s,-28.7802178,427.205,9.374,-8.986,12.663,0.046,-0.046,10.49,0.025,-0.025,12.4043,0.000175,-0.000175,2016-07-18,2016-09,2016-07-18,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 202675839.01,EPIC 202675839,1.0,CANDIDATE,Mayo et al. 2018,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,15.466674,0.001525,-0.001554,0.0,,,,,16.12109089,40.68004913,-8.49937498,0.0,1.44,3.63,-0.76,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5807.0,50.0,-50.0,0.0,1.231429,0.192098,-0.130898,0.0,,,,,0.45,0.08,-0.08,0.0,[Fe/H],4.25,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h15m22.13s,243.8422245,-28d46m48.78s,-28.7802178,427.205,9.374,-8.986,12.663,0.046,-0.046,10.49,0.025,-0.025,12.4043,0.000175,-0.000175,2018-02-15,2018-03,2018-02-15,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 202688980.01,EPIC 202688980,0.0,CANDIDATE,Kruse et al. 2019,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,1.4556637,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6520.0,156.93,-191.6,0.0,1.84406,0.063911,-0.11036,0.0,1.341,0.25667,-0.176515,0.0,,,,,,4.03395,0.100923,-0.083639,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h16m52.99s,244.2208049,-28d43m49.41s,-28.7303903,462.95,9.978,-9.573,12.074,0.046,-0.046,10.232,0.024,-0.024,11.7989,0.000403,-0.000403,2016-12-21,2016-10,2016-12-21,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 202688980.01,EPIC 202688980,1.0,CANDIDATE,Kruse et al. 2019,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.45556515,9.1e-07,-8.8e-07,0.0,,,,,71.0,15.0,-34.0,0.0,6.3,1.3,-3.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,2.043,0.051,-0.435,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h16m52.99s,244.2208049,-28d43m49.41s,-28.7303903,462.95,9.978,-9.573,12.074,0.046,-0.046,10.232,0.024,-0.024,11.7989,0.000403,-0.000403,2019-09-05,2019-09,2019-09-05,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 202710713.01,EPIC 202710713,0.0,CANDIDATE,Kruse et al. 2019,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,3.3262396,,,0.0,,,,,1.16,,,0.0,0.10348827,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3404.0,,,0.0,0.33,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h16m16.05s,244.0668921,-28d38m56.91s,-28.6491427,4791.68,1582.16,-999.86,13.093,0.057,-0.057,8.366,0.023,-0.023,12.1804,0.000376,-0.000376,2015-12-05,2016-01,2015-12-05,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 202710713.01,EPIC 202710713,0.0,CANDIDATE,Kruse et al. 2019,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,3.32592848,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4017.0,122.0,-122.0,0.0,60.6949,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h16m16.05s,244.0668921,-28d38m56.91s,-28.6491427,4791.68,1582.16,-999.86,13.093,0.057,-0.057,8.366,0.023,-0.023,12.1804,0.000376,-0.000376,2016-12-21,2016-10,2016-12-21,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 202710713.01,EPIC 202710713,1.0,CANDIDATE,Kruse et al. 2019,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.3255,0.00017,-0.00017,0.0,,,,,1080.0,320.0,-350.0,0.0,96.4,29.0,-31.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,85.0,14.0,-17.0,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h16m16.05s,244.0668921,-28d38m56.91s,-28.6491427,4791.68,1582.16,-999.86,13.093,0.057,-0.057,8.366,0.023,-0.023,12.1804,0.000376,-0.000376,2019-09-05,2019-09,2019-09-05,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 202774883.01,EPIC 202774883,1.0,CANDIDATE,Kruse et al. 2019,1.0,0.0,Transit,2019.0,K2,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,13.1426,0.0028,-0.0025,0.0,,,,,200.0,150.0,-180.0,0.0,20.0,13.0,-16.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,13.9,9.5,-9.4,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h36m39.47s,249.1644576,-28d24m40.17s,-28.4111595,3363.81,1269.96,-748.63,16.545,0.172,-0.172,11.917,0.023,-0.023,15.8068,0.000698,-0.000698,2019-09-05,2019-09,2019-09-05,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 202821899.01,EPIC 202821899,0.0,CANDIDATE,Kruse et al. 2019,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,4.4743465,,,0.0,,,,,3.06,,,0.0,0.27299491,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5248.0,,,0.0,0.81,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h36m38.40s,249.1600007,-28d14m20.67s,-28.2390752,696.124,31.933,-29.292,13.18,0.092,-0.092,10.805,0.024,-0.024,12.7788,0.000255,-0.000255,2015-12-05,2016-01,2015-12-05,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 202821899.01,EPIC 202821899,0.0,CANDIDATE,Kruse et al. 2019,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,4.474513,0.0003,-0.000307,0.0,,,,,8.16881084,1.70690459,-1.26129426,0.0,0.73,0.15,-0.11,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,6081.0,50.0,-50.0,0.0,2.221057,0.282074,-0.302083,0.0,,,,,0.46,0.08,-0.08,0.0,[Fe/H],3.88,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h36m38.40s,249.1600007,-28d14m20.67s,-28.2390752,696.124,31.933,-29.292,13.18,0.092,-0.092,10.805,0.024,-0.024,12.7788,0.000255,-0.000255,2018-02-15,2018-03,2018-02-15,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
